label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
a,0.4599107801914215,0.6183124780654907,-6.172393796077813e-07,0.39240729808807373,0.5898395776748657,-0.02624850533902645,0.3301659822463989,0.523801326751709,-0.036343324929475784,0.29980725049972534,0.446916788816452,-0.047511208802461624,0.3218766450881958,0.38992708921432495,-0.04996452108025551,0.3681449294090271,0.4301494359970093,0.010821147821843624,0.3511250615119934,0.3757890462875366,-0.024100329726934433,0.36147841811180115,0.45099183917045593,-0.03748317062854767,0.3705362379550934,0.45963796973228455,-0.04211804270744324,0.4107776880264282,0.42374831438064575,0.011025510728359222,0.3960760235786438,0.385766863822937,-0.024565085768699646,0.40197354555130005,0.47542279958724976,-0.024712152779102325,0.407382994890213,0.4646992087364197,-0.015123128890991211,0.45374229550361633,0.4233151376247406,0.001962191890925169,0.4408457577228546,0.3864644169807434,-0.034453943371772766,0.44156426191329956,0.46939927339553833,-0.016600249335169792,0.4496288597583771,0.4646226763725281,0.00606756703928113,0.49758201837539673,0.4277743697166443,-0.01016569696366787,0.4830982983112335,0.3926289677619934,-0.024907896295189857,0.4778614640235901,0.44988128542900085,-0.009190799668431282,0.48551174998283386,0.4565262794494629,0.008134204894304276
a,0.46214908361434937,0.6225256323814392,-6.586170684386161e-07,0.3919309377670288,0.571472704410553,-0.01600624993443489,0.34063705801963806,0.4979429244995117,-0.025929423049092293,0.318494975566864,0.4277634024620056,-0.039369385689496994,0.3293278217315674,0.36858004331588745,-0.04500844329595566,0.40428391098976135,0.407746821641922,0.01014839205890894,0.36578696966171265,0.36107560992240906,-0.02657761052250862,0.37107619643211365,0.4355790913105011,-0.04131794720888138,0.388132780790329,0.4547431468963623,-0.045500777661800385,0.44039586186408997,0.4106833040714264,0.005716569256037474,0.4020686447620392,0.38204264640808105,-0.031019674614071846,0.40703085064888,0.4693722128868103,-0.03008800558745861,0.4273037910461426,0.4632120430469513,-0.019860288128256798,0.47902584075927734,0.4160796105861664,-0.006717671174556017,0.44211021065711975,0.3874388337135315,-0.042598798871040344,0.44278430938720703,0.4697864353656769,-0.023271527141332626,0.46486696600914,0.46792104840278625,-0.00012491917004808784,0.5190083980560303,0.42831772565841675,-0.021561646834015846,0.4864375591278076,0.3996247947216034,-0.03796561062335968,0.4776481091976166,0.45465540885925293,-0.023131826892495155,0.4940011203289032,0.4625605046749115,-0.006091931369155645
a,0.4463999569416046,0.6308138370513916,-6.739950890732871e-07,0.39073485136032104,0.5609467625617981,-0.0005639678565785289,0.3582484722137451,0.48026689887046814,-0.0041946470737457275,0.34158676862716675,0.4209195375442505,-0.01411847211420536,0.3454524874687195,0.36340638995170593,-0.018131498247385025,0.42594680190086365,0.39049267768859863,0.0254233218729496,0.36843591928482056,0.369900643825531,-0.004280728753656149,0.37280377745628357,0.4392105042934418,-0.018080731853842735,0.3967234194278717,0.4579053223133087,-0.02358388528227806,0.45203545689582825,0.3945392370223999,0.012262516655027866,0.38532668352127075,0.38217437267303467,-0.020825127139687538,0.39190247654914856,0.46478888392448425,-0.021493596956133842,0.421218603849411,0.4711756706237793,-0.013545017689466476,0.48063361644744873,0.4043574929237366,-0.007178205065429211,0.4135921001434326,0.39614376425743103,-0.04005349427461624,0.41822928190231323,0.47459876537323,-0.024313369765877724,0.4470866024494171,0.481950581073761,-0.005023445934057236,0.5081251859664917,0.42550405859947205,-0.02802746742963791,0.45101338624954224,0.4052302837371826,-0.046645388007164,0.4456676244735718,0.458615779876709,-0.035174816846847534,0.4669560194015503,0.47512227296829224,-0.020367685705423355
a,0.4649672210216522,0.636279821395874,-6.244659402909747e-07,0.4059589207172394,0.5478217005729675,0.012852868996560574,0.3912425935268402,0.4712721109390259,0.012010122649371624,0.38036954402923584,0.42003417015075684,0.002848899457603693,0.37385934591293335,0.37049391865730286,-0.0012267776764929295,0.4811270534992218,0.38690149784088135,0.03606187179684639,0.3928488492965698,0.37148040533065796,0.012416384182870388,0.39020290970802307,0.4357002377510071,-0.0052036563865840435,0.41496336460113525,0.4520386755466461,-0.015573186799883842,0.493195116519928,0.38929885625839233,0.015996739268302917,0.3891028165817261,0.38041695952415466,-0.008991234935820103,0.3900398015975952,0.45239871740341187,-0.013217482715845108,0.4232849180698395,0.464727520942688,-0.011283469386398792,0.49707892537117004,0.40350499749183655,-0.008201131597161293,0.39972493052482605,0.39493632316589355,-0.029220901429653168,0.39989912509918213,0.46374133229255676,-0.015526042319834232,0.4313634932041168,0.47830888628959656,-0.0024929086212068796,0.49319392442703247,0.4275130331516266,-0.03383411839604378,0.41890770196914673,0.4230201840400696,-0.04769556596875191,0.4192140996456146,0.4695180654525757,-0.03958781063556671,0.4463765621185303,0.48608115315437317,-0.029031189158558846
a,0.5555263161659241,0.6045570969581604,-4.7668399361100455e-07,0.49614089727401733,0.5679724216461182,-0.037977684289216995,0.4421711266040802,0.4921870827674866,-0.052071698009967804,0.4167619049549103,0.4065505564212799,-0.06563461571931839,0.4448184370994568,0.3503766655921936,-0.07050944864749908,0.4634217619895935,0.4044801890850067,0.01474748831242323,0.46594494581222534,0.3546193242073059,-0.023992830887436867,0.4742622375488281,0.4262869954109192,-0.04090188071131706,0.4718356728553772,0.4319157302379608,-0.04602107033133507,0.5081357955932617,0.4050942361354828,0.02096966654062271,0.5131935477256775,0.3639746904373169,-0.01824890449643135,0.5168575644493103,0.45388734340667725,-0.022636892274022102,0.505828857421875,0.44167399406433105,-0.013525690883398056,0.5507957339286804,0.40918993949890137,0.01587529107928276,0.5564768314361572,0.3738417327404022,-0.025563474744558334,0.5535085201263428,0.4550350308418274,-0.015176279470324516,0.5441480875015259,0.4513151943683624,0.004716692958027124,0.5919458270072937,0.41504859924316406,0.007134211715310812,0.592721700668335,0.3816429674625397,-0.010161460377275944,0.5887970924377441,0.4373546242713928,0.001524739433079958,0.5850897431373596,0.4465253949165344,0.016999468207359314
a,0.5221918225288391,0.5732336044311523,-1.3117288233388535e-07,0.4725300371646881,0.530311107635498,-0.062039390206336975,0.4338076710700989,0.46074119210243225,-0.09001533687114716,0.4229702353477478,0.3831144869327545,-0.11319663375616074,0.44520309567451477,0.3252367675304413,-0.12707294523715973,0.43335074186325073,0.3646765649318695,-0.0007160232635214925,0.4497697055339813,0.32708990573883057,-0.0513477623462677,0.4559973478317261,0.38179072737693787,-0.07572933286428452,0.45036426186561584,0.3901858925819397,-0.08230794966220856,0.4734436571598053,0.3681657314300537,0.016000889241695404,0.4915483593940735,0.3364257216453552,-0.03707852587103844,0.49838608503341675,0.4184606671333313,-0.04582064971327782,0.4831209182739258,0.40429627895355225,-0.03447221592068672,0.514116108417511,0.3722928464412689,0.017955251038074493,0.5310598611831665,0.35148707032203674,-0.038271255791187286,0.5312453508377075,0.4250396192073822,-0.03728644549846649,0.5127441883087158,0.41331759095191956,-0.01911282166838646,0.5512612462043762,0.37143421173095703,0.014574030414223671,0.5653883218765259,0.3588804006576538,-0.015054550021886826,0.5596498250961304,0.41232630610466003,-0.013762950897216797,0.5436647534370422,0.4159066081047058,-0.0029441267251968384
a,0.5226832032203674,0.6429402828216553,-4.866029144068307e-07,0.46421992778778076,0.6160908937454224,-0.04658835753798485,0.40460509061813354,0.5612595677375793,-0.07489481568336487,0.36423254013061523,0.5094602108001709,-0.09823079407215118,0.37839484214782715,0.4596082270145416,-0.11180537194013596,0.4380273222923279,0.4161860942840576,-0.03768889233469963,0.41173499822616577,0.4559778571128845,-0.07438325136899948,0.4266543388366699,0.5124769806861877,-0.08270182460546494,0.4399135112762451,0.5036377906799316,-0.08549796044826508,0.48317524790763855,0.4001639187335968,-0.03195376694202423,0.45818424224853516,0.4576096534729004,-0.07331253588199615,0.4683108627796173,0.5305390954017639,-0.07175088673830032,0.47879213094711304,0.505388617515564,-0.06258171051740646,0.5300538539886475,0.41007721424102783,-0.03388874977827072,0.5079638361930847,0.4676699936389923,-0.07524359971284866,0.5077639818191528,0.5321269631385803,-0.058858469128608704,0.5171986222267151,0.5117173790931702,-0.03967844322323799,0.5736807584762573,0.4312295913696289,-0.040876444429159164,0.5576709508895874,0.4676699936389923,-0.06547922641038895,0.5495650172233582,0.5131509304046631,-0.0587473064661026,0.5552651286125183,0.5051110982894897,-0.04819628223776817
a,0.5053524971008301,0.5461909770965576,-5.947180170551292e-07,0.4428555369377136,0.5119897127151489,-0.009083585813641548,0.3964541256427765,0.45385006070137024,-0.009328206069767475,0.3823156952857971,0.3862708806991577,-0.01350605022162199,0.4049670994281769,0.3442978858947754,-0.012970131821930408,0.44634395837783813,0.39130330085754395,0.02453378029167652,0.4281664192676544,0.3433687090873718,0.0008105944725684822,0.4298790395259857,0.4007672369480133,-0.0115502392873168,0.44097796082496643,0.42121216654777527,-0.016051622107625008,0.48053067922592163,0.3920409381389618,0.02020496502518654,0.46233242750167847,0.34502819180488586,-0.006127616856247187,0.4638242721557617,0.41874897480010986,-0.010592810809612274,0.4779491126537323,0.43585294485092163,-0.004886949900537729,0.5158886313438416,0.3937681019306183,0.00969682540744543,0.49888482689857483,0.34489762783050537,-0.018396863713860512,0.495881587266922,0.41892093420028687,-0.007013332098722458,0.5087733268737793,0.44258177280426025,0.010796389542520046,0.55516517162323,0.40154361724853516,-0.002119464101269841,0.5355908870697021,0.3529876470565796,-0.015069127082824707,0.5274428725242615,0.4033983051776886,-0.002806723117828369,0.537075400352478,0.42901816964149475,0.011990015394985676
a,0.5217428207397461,0.6238106489181519,-5.793577884105616e-07,0.45732665061950684,0.5833553671836853,-0.022866306826472282,0.40263378620147705,0.5126558542251587,-0.033196549862623215,0.37739261984825134,0.4387483596801758,-0.04523438960313797,0.39742839336395264,0.3843004107475281,-0.04920651763677597,0.4555357098579407,0.4249613583087921,0.01065716240555048,0.431264728307724,0.37934422492980957,-0.02355455607175827,0.4356045126914978,0.4511656165122986,-0.037011902779340744,0.44733190536499023,0.4621523916721344,-0.04136273264884949,0.494088739156723,0.42669233679771423,0.010031269863247871,0.46938392519950867,0.39248165488243103,-0.02562396228313446,0.4711708724498749,0.47881659865379333,-0.02540268748998642,0.48457270860671997,0.4706527590751648,-0.015116101130843163,0.5338891744613647,0.4332445561885834,0.0007740893634036183,0.5128613114356995,0.40103650093078613,-0.034977350383996964,0.5095584988594055,0.48135775327682495,-0.017114819958806038,0.5239222049713135,0.4773191213607788,0.0057184090837836266,0.5750924348831177,0.44459861516952515,-0.011244010180234909,0.5557821393013,0.414150208234787,-0.025820812210440636,0.5460609197616577,0.46902453899383545,-0.010847232304513454,0.5570406317710876,0.47504228353500366,0.006011960096657276
a,0.4990294277667999,0.6344085335731506,-6.768477192053979e-07,0.43684330582618713,0.5806081295013428,-0.011328248307108879,0.39203912019729614,0.5052775740623474,-0.02039368264377117,0.3714229464530945,0.43871575593948364,-0.03374236077070236,0.3832874298095703,0.3836458623409271,-0.040328335016965866,0.4558975398540497,0.41908812522888184,0.009605997242033482,0.41518694162368774,0.3768472373485565,-0.026579314842820168,0.41685354709625244,0.44827157258987427,-0.0413258820772171,0.43342408537864685,0.47148776054382324,-0.045488521456718445,0.48849278688430786,0.4246072769165039,0.00272705452516675,0.44468754529953003,0.39853525161743164,-0.033633340150117874,0.4483688473701477,0.4835191071033478,-0.03244732320308685,0.4707964360713959,0.48484548926353455,-0.02214159443974495,0.5243473052978516,0.4324323236942291,-0.01140343677252531,0.48032110929489136,0.40894076228141785,-0.046633850783109665,0.48129531741142273,0.48942768573760986,-0.028424188494682312,0.5053957104682922,0.49235090613365173,-0.006308974698185921,0.5617796778678894,0.44806593656539917,-0.027476221323013306,0.522259533405304,0.4224441647529602,-0.0449824221432209,0.5151234865188599,0.476588636636734,-0.03166688233613968,0.5338176488876343,0.4879177212715149,-0.015606402419507504
